timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-29T13:48:01.261836+01:00,1.248315819,1m7f Mdn Hrd,Roscommon 29th Sep,2025-09-29 12:40:00+00:00,1,Rakki,1.58,8.8,W,5.104000000000001,225.104
2025-09-29T13:54:30.741712+01:00,1.248311112,5f Mdn Stks,Hamilton 29th Sep,2025-09-29 12:50:00+00:00,1,Eat Pray Run,1.04,9.01,W,0.36040000000000033,225.4644
2025-09-29T14:03:31.131269+01:00,1.248311036,2m Nov Hcap Chs,Newton Abbot 29th Sep,2025-09-29 12:56:00+00:00,1,Centara,1.98,9.02,W,8.839599999999999,234.304
2025-09-29T14:23:01.195577+01:00,1.248315824,1m7f Hcap Hrd,Roscommon 29th Sep,2025-09-29 13:15:00+00:00,1,No Big Deal,5.5,9.38,L,-9.38,224.924
2025-09-29T14:41:31.152117+01:00,1.248311039,2m2f Hcap Hrd,Newton Abbot 29th Sep,2025-09-29 13:31:00+00:00,2,Dickens,3.4,14.07,W,33.768,258.692
2025-09-29T14:59:01.077924+01:00,1.248315829,2m4f Mdn Hrd,Roscommon 29th Sep,2025-09-29 13:50:00+00:00,1,Woodland Adventure,3.85,10.35,L,-10.35,248.342
2025-09-29T15:15:01.012306+01:00,1.248311046,2m1f Nov Hrd,Newton Abbot 29th Sep,2025-09-29 14:06:00+00:00,2,John Barbour,1.74,16.79,L,-16.79,231.55200000000002
2025-09-29T15:35:01.194019+01:00,1.248315834,2m4f Hcap Hrd,Roscommon 29th Sep,2025-09-29 14:25:00+00:00,3,Nettuno Italia,5.1,25.19,L,-25.19,206.36200000000002
2025-09-29T15:52:01.142620+01:00,1.248311052,3m2f Nov Hcap Hrd,Newton Abbot 29th Sep,2025-09-29 14:41:00+00:00,4,Touchwoodexpress,3.15,37.79,W,81.24849999999999,287.6105
2025-09-29T16:09:31.144124+01:00,1.248315839,3m Hcap Hrd,Roscommon 29th Sep,2025-09-29 15:00:00+00:00,1,Birmingham Alabama,4.8,11.51,L,-11.51,276.1005
2025-09-29T16:27:01.238024+01:00,1.248311057,3m2f Hcap Chs,Newton Abbot 29th Sep,2025-09-29 15:16:00+00:00,2,Hold Your Fort,2.94,19.0,L,-19.0,257.1005
2025-09-29T16:42:30.946869+01:00,1.248315844,2m Grd 3 Nov Chs,Roscommon 29th Sep,2025-09-29 15:35:00+00:00,3,Westport Cove,1.78,46.94,W,36.6132,293.7137
