timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-26T14:10:30.967207+01:00,1.247017428,1m2f Hcap,Ripon 26th Aug,2025-08-26 13:05:00+00:00,1,Triple Force,3.05,8.8,L,-8.8,211.2
2025-08-26T14:26:00.911766+01:00,1.247017351,1m Mdn Stks,Musselburgh 26th Aug,2025-08-26 13:20:00+00:00,2,Toralou,2.32,14.52,W,19.166399999999996,230.3664
2025-08-26T14:44:01.265282+01:00,1.247017442,5f Mdn Stks,Ripon 26th Aug,2025-08-26 13:35:00+00:00,1,Schrodingers Cat,2.48,9.22,L,-9.22,221.1464
2025-08-26T14:59:01.437529+01:00,1.247017374,1m Nursery,Musselburgh 26th Aug,2025-08-26 13:50:00+00:00,2,Midnight Rodeo,2.86,15.22,L,-15.22,205.9264
2025-08-26T15:11:00.932549+01:00,1.247017435,5f Nursery,Ripon 26th Aug,2025-08-26 14:05:00+00:00,3,Hanney Girl,3.45,22.83,W,55.9335,261.8599
2025-08-26T16:00:31.850921+01:00,1.247017409,1m Hcap,Musselburgh 26th Aug,2025-08-26 14:50:00+00:00,1,Overlooked,5.3,10.48,L,-10.48,251.3799
2025-08-26T16:14:32.781398+01:00,1.247017462,1m Hcap,Ripon 26th Aug,2025-08-26 15:05:00+00:00,2,Thats My Boy Luke,4.7,15.72,W,58.16400000000001,309.5439
2025-08-26T16:27:01.119489+01:00,1.247017416,7f Hcap,Musselburgh 26th Aug,2025-08-26 15:20:00+00:00,1,Tuscan Point,3.6,12.39,L,-12.39,297.1539
2025-08-26T16:43:31.197583+01:00,1.247017468,2m Hcap,Ripon 26th Aug,2025-08-26 15:35:00+00:00,2,Sea Master,4.0,18.59,L,-18.59,278.56390000000005
2025-08-26T16:58:31.194937+01:00,1.247017422,1m4f Hcap,Musselburgh 26th Aug,2025-08-26 15:50:00+00:00,3,Sophiesticate,1.99,37.56,W,37.184400000000004,315.74830000000003
2025-08-26T17:17:31.002290+01:00,1.247017495,7f Mdn Stks,Lingfield 26th Aug,2025-08-26 16:10:00+00:00,1,Galileo Charm,2.12,12.63,L,-12.63,303.11830000000003
2025-08-26T17:32:01.221552+01:00,1.247026971,1m Hcap,Bellewstown 26th Aug,2025-08-26 16:25:00+00:00,2,Navorrosse,7.6,18.95,L,-18.95,284.16830000000004
2025-08-26T17:50:01.468857+01:00,1.247017502,1m4f Stks,Lingfield 26th Aug,2025-08-26 16:40:00+00:00,3,Kilima,3.35,28.43,L,-28.43,255.73830000000004
2025-08-26T18:00:30.768584+01:00,1.247026976,1m Hcap,Bellewstown 26th Aug,2025-08-26 16:55:00+00:00,4,Empress Artemis,3.6,42.65,W,110.89,366.6283
2025-08-26T18:21:31.993873+01:00,1.247017509,1m Hcap,Lingfield 26th Aug,2025-08-26 17:10:00+00:00,1,Harryella,2.9,14.67,W,27.872999999999998,394.5013
2025-08-26T18:30:00.748163+01:00,1.247026981,5f Mdn,Bellewstown 26th Aug,2025-08-26 17:25:00+00:00,1,Plushy,3.4,15.79,L,-15.79,378.7113
2025-08-26T18:48:31.186958+01:00,1.247017521,1m Hcap,Lingfield 26th Aug,2025-08-26 17:40:00+00:00,2,Bretton Wood,3.4,23.69,L,-23.69,355.0213
2025-08-26T19:17:31.308712+01:00,1.247017528,7f Hcap,Lingfield 26th Aug,2025-08-26 18:10:00+00:00,3,Saytarr,1.97,48.85,W,47.3845,402.4058
2025-08-26T19:31:31.076753+01:00,1.247026991,1m4f Mdn,Bellewstown 26th Aug,2025-08-26 18:25:00+00:00,1,Gifted,2.26,16.1,L,-16.1,386.3058
2025-08-26T20:03:31.339817+01:00,1.247026996,2m1f Hcap,Bellewstown 26th Aug,2025-08-26 18:55:00+00:00,2,Light Up The Dark,3.05,24.15,L,-24.15,362.1558
