timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-11T13:23:31.082381+01:00,1.247602823,6f Nursery,Doncaster 11th Sep,2025-09-11 12:15:00+00:00,1,Half Sovereign,3.55,8.8,W,22.44,242.44
2025-09-11T13:32:01.091240+01:00,1.247604578,6f Nov Stks,Chelmsford City 11th Sep,2025-09-11 12:25:00+00:00,1,Zen Diva,3.1,9.7,L,-9.7,232.74
2025-09-11T13:46:01.154503+01:00,1.247604330,7f Nov Stks,Epsom 11th Sep,2025-09-11 12:37:00+00:00,2,St Anton,2.0,11.64,L,-11.64,221.10000000000002
2025-09-11T14:01:31.679532+01:00,1.247602830,6f Stks,Doncaster 11th Sep,2025-09-11 12:50:00+00:00,3,Brussels,3.5,17.46,L,-17.46,203.64000000000001
2025-09-11T14:21:31.058416+01:00,1.247604337,7f Hcap,Epsom 11th Sep,2025-09-11 13:12:00+00:00,4,Kisskodi,5.4,26.19,W,115.23600000000002,318.87600000000003
2025-09-11T14:36:31.504403+01:00,1.247602838,1m Grp 2,Doncaster 11th Sep,2025-09-11 13:25:00+00:00,1,Moon Target,2.42,12.76,L,-12.76,306.11600000000004
2025-09-11T15:01:01.988482+01:00,1.247604344,1m2f Hcap,Epsom 11th Sep,2025-09-11 13:47:00+00:00,2,Double Red,5.5,19.14,W,86.13,392.24600000000004
2025-09-11T15:39:02.341781+01:00,1.247604350,1m4f Hcap,Epsom 11th Sep,2025-09-11 14:18:00+00:00,1,Give It To Me Oj,2.1,15.69,W,17.259,409.50500000000005
2025-09-11T15:56:01.304845+01:00,1.247604605,7f Hcap,Chelmsford City 11th Sep,2025-09-11 14:45:00+00:00,1,Rokuni,7.6,16.39,L,-16.39,393.11500000000007
2025-09-11T16:09:01.142200+01:00,1.247606587,1m1f Mdn,Clonmel 11th Sep,2025-09-11 15:02:00+00:00,2,Rock Of Ireland,3.75,24.59,L,-24.59,368.5250000000001
2025-09-11T16:29:31.363338+01:00,1.247604614,7f Hcap,Chelmsford City 11th Sep,2025-09-11 15:20:00+00:00,3,Love Is The Law,4.4,36.89,W,125.42600000000002,493.95100000000014
