timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-08T13:27:00.694790+01:00,1.247480130,7f Mdn Stks,Lingfield 8th Sep,2025-09-08 12:22:00+00:00,1,Ribenska,1.08,8.8,W,0.7040000000000007,220.704
2025-09-08T13:59:00.963477+01:00,1.247480176,1m2f Nov Stks,Lingfield 8th Sep,2025-09-08 12:52:00+00:00,1,Shumus,2.58,8.83,L,-8.83,211.874
2025-09-08T14:17:31.168630+01:00,1.247480086,2m Nov Hrd,Perth 8th Sep,2025-09-08 13:10:00+00:00,2,Chortal,1.41,25.85,W,10.598499999999998,222.4725
2025-09-08T14:29:01.169146+01:00,1.247480222,1m4f Hcap,Lingfield 8th Sep,2025-09-08 13:22:00+00:00,1,Saliko,1.93,8.9,L,-8.9,213.5725
2025-09-08T14:40:01.150425+01:00,1.247480420,6f Nov Stks,Windsor 8th Sep,2025-09-08 13:32:00+00:00,2,Hilitany,1.92,11.61,W,10.681199999999999,224.25369999999998
2025-09-08T15:12:01.229703+01:00,1.247480427,1m3f Hcap,Windsor 8th Sep,2025-09-08 14:02:00+00:00,1,Just Adair,3.25,8.98,W,20.205000000000002,244.4587
2025-09-08T15:36:31.870970+01:00,1.247480229,1m Hcap,Lingfield 8th Sep,2025-09-08 14:22:00+00:00,1,Harryella,2.24,9.78,W,12.127200000000002,256.5859
2025-09-08T15:50:31.615705+01:00,1.247480104,3m Hcap Chs,Perth 8th Sep,2025-09-08 14:40:00+00:00,1,Jumping Susie,4.3,10.27,L,-10.27,246.31589999999997
2025-09-08T16:06:00.979706+01:00,1.247480243,7f Hcap,Lingfield 8th Sep,2025-09-08 14:58:00+00:00,2,Zaltalla,5.0,15.41,L,-15.41,230.90589999999997
2025-09-08T16:18:31.190655+01:00,1.247480111,2m4f Hcap Hrd,Perth 8th Sep,2025-09-08 15:10:00+00:00,3,Top Flight Century,4.7,23.12,L,-23.12,207.78589999999997
2025-09-08T16:28:01.218880+01:00,1.247481856,2m1f Hcap Hrd,Galway 8th Sep,2025-09-08 15:20:00+00:00,4,Kotkito Bello,6.6,34.68,L,-34.68,173.10589999999996
2025-09-08T16:48:01.775371+01:00,1.247480540,1m Hcap,Windsor 8th Sep,2025-09-08 15:34:00+00:00,5,Dalmally,4.8,52.02,L,-52.02,121.08589999999995
2025-09-08T16:58:31.081223+01:00,1.247481861,2m5f Hrd,Galway 8th Sep,2025-09-08 15:50:00+00:00,6,Run For Oscar,3.55,121.08589999999995,L,-121.08589999999995,0.0
