timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-30T13:51:00.955641+01:00,1.248360002,5f Mdn,Cork 30th Sep,2025-09-30 12:45:00+00:00,1,Tornado Kiss,1.83,8.8,W,7.304000000000001,227.304
2025-09-30T14:07:00.882740+01:00,1.248356979,1m App Hcap,Ayr 30th Sep,2025-09-30 13:00:00+00:00,1,Dwindling Funds,3.85,9.1,W,25.935,253.239
2025-09-30T14:23:31.039448+01:00,1.248360007,6f Nursery,Cork 30th Sep,2025-09-30 13:15:00+00:00,1,Joyful Tidings,5.3,10.13,L,-10.13,243.109
2025-09-30T14:36:00.700477+01:00,1.248356986,6f Mdn Stks,Ayr 30th Sep,2025-09-30 13:30:00+00:00,2,Jeddaal,1.85,14.31,L,-14.31,228.799
2025-09-30T14:59:01.023847+01:00,1.248359947,1m5f Hcap,Bath 30th Sep,2025-09-30 13:52:00+00:00,3,Jimmy Mark,5.3,21.47,L,-21.47,207.329
2025-09-30T15:15:31.157134+01:00,1.248356953,2m5f Hcap Chs,Sedgefield 30th Sep,2025-09-30 14:07:00+00:00,4,Moonshine Man,2.6,35.43,L,-35.43,171.899
2025-09-30T15:29:01.005331+01:00,1.248359954,1m Hcap,Bath 30th Sep,2025-09-30 14:22:00+00:00,5,Thapa Vc,4.8,53.15,W,201.97,373.869
2025-09-30T15:45:01.399904+01:00,1.248356959,2m4f Hcap Hrd,Sedgefield 30th Sep,2025-09-30 14:37:00+00:00,1,Zamond,3.1,14.96,W,31.416000000000004,405.285
2025-09-30T16:00:31.438737+01:00,1.248359960,1m Hcap,Bath 30th Sep,2025-09-30 14:52:00+00:00,1,Havana Mojito,6.2,16.22,L,-16.22,389.06500000000005
2025-09-30T16:21:01.640517+01:00,1.248356965,2m Hcap Chs,Sedgefield 30th Sep,2025-09-30 15:07:00+00:00,2,Delpotro,2.6,26.77,L,-26.77,362.2950000000001
2025-09-30T16:50:31.576161+01:00,1.248356972,2m1f NHF,Sedgefield 30th Sep,2025-09-30 15:37:00+00:00,3,Siouxfonic,2.86,44.18,W,82.17479999999999,444.4698000000001
