timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-16T13:54:31.088758+01:00,1.247770784,1m Mdn,Punchestown 16th Sep,2025-09-16 12:48:00+00:00,1,Lookingforarainbow,2.14,8.8,L,-8.8,211.2
2025-09-16T14:23:01.517429+01:00,1.247767667,2m7f Hcap Hrd,Uttoxeter 16th Sep,2025-09-16 13:10:00+00:00,2,Keel Strand,5.2,13.2,L,-13.2,198.0
2025-09-16T14:36:01.247050+01:00,1.247767511,6f Nov Stks,Yarmouth 16th Sep,2025-09-16 13:25:00+00:00,3,Division,1.33,80.0,W,26.400000000000006,224.4
2025-09-16T14:51:31.418618+01:00,1.247767681,2m4f Mdn Hrd,Uttoxeter 16th Sep,2025-09-16 13:40:00+00:00,1,Three Pikes,2.32,8.98,L,-8.98,215.42000000000002
2025-09-16T15:01:01.122396+01:00,1.247767525,7f Nursery,Yarmouth 16th Sep,2025-09-16 13:55:00+00:00,2,Up The Agenda,4.7,13.47,W,49.839000000000006,265.259
2025-09-16T15:14:31.479886+01:00,1.247767567,6f Stks,Redcar 16th Sep,2025-09-16 14:03:00+00:00,1,Mossvale Diva,2.32,10.62,W,14.018399999999998,279.2774
2025-09-16T15:25:01.000212+01:00,1.247770799,1m1f Stks,Punchestown 16th Sep,2025-09-16 14:18:00+00:00,1,Birthe,2.52,11.18,L,-11.18,268.0974
2025-09-16T15:53:31.905971+01:00,1.247767687,3m Hcap Chs,Uttoxeter 16th Sep,2025-09-16 14:40:00+00:00,2,Bumpy Evans,2.8,18.45,L,-18.45,249.6474
2025-09-16T16:01:00.961402+01:00,1.247767532,7f Hcap,Yarmouth 16th Sep,2025-09-16 14:55:00+00:00,3,Palmarian,5.4,27.68,L,-27.68,221.9674
2025-09-16T16:21:01.549719+01:00,1.247767694,2m4f Hcap Hrd,Uttoxeter 16th Sep,2025-09-16 15:10:00+00:00,4,Jhentong Enki,4.8,41.52,L,-41.52,180.4474
2025-09-16T16:32:00.850144+01:00,1.247767607,1m Stks,Wolverhampton 16th Sep,2025-09-16 15:25:00+00:00,5,Nanny Park,1.93,127.53,L,-127.53,52.91739999999999
2025-09-16T16:46:01.263314+01:00,1.247767594,1m Hcap,Redcar 16th Sep,2025-09-16 15:35:00+00:00,6,Jez Bomb,4.9,52.91739999999999,L,-52.91739999999999,0.0
