timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-22T14:19:31.115959+01:00,1.246885339,2m Hcap,Ffos Las 22nd Aug,2025-08-22 13:10:00+00:00,0,Navid,1.54,8.8,L,-8.8,211.2
2025-08-22T14:33:30.960802+01:00,1.246885383,2m Grp 2,York 22nd Aug,2025-08-22 13:25:00+00:00,1,Trawlerman,1.96,8.45,W,8.111999999999998,219.31199999999998
2025-08-22T14:47:31.339235+01:00,1.246885311,7f Nov Stks,Newmarket 22nd Aug,2025-08-22 13:35:00+00:00,0,Blue Aria,2.54,8.78,L,-8.78,210.53199999999998
2025-08-22T15:06:30.946230+01:00,1.246885390,6f Grp 2,York 22nd Aug,2025-08-22 14:00:00+00:00,1,Do Or Do Not,3.15,8.43,L,-8.43,202.10199999999998
2025-08-22T15:26:30.966955+01:00,1.246885350,7f Hcap,Ffos Las 22nd Aug,2025-08-22 14:20:00+00:00,2,Windsor Pass,3.45,12.65,L,-12.65,189.45199999999997
2025-08-22T15:44:01.153299+01:00,1.246885397,5f Grp 1,York 22nd Aug,2025-08-22 14:35:00+00:00,3,Arizona Blaze,7.0,18.98,L,-18.98,170.47199999999998
2025-08-22T16:00:00.763923+01:00,1.246885357,7f Hcap,Ffos Las 22nd Aug,2025-08-22 14:55:00+00:00,4,On A Vespa,3.1,28.47,W,59.787,230.259
2025-08-22T16:21:31.618656+01:00,1.246885405,1m2f Hcap,York 22nd Aug,2025-08-22 15:10:00+00:00,0,Zgharta,3.25,9.22,L,-9.22,221.039
2025-08-22T16:37:01.227393+01:00,1.246885364,1m2f Stks,Ffos Las 22nd Aug,2025-08-22 15:30:00+00:00,1,The Pug,3.5,8.85,W,22.125,243.164
2025-08-22T16:52:00.904192+01:00,1.246885413,7f Mdn Stks,York 22nd Aug,2025-08-22 15:45:00+00:00,0,Naval Light,4.4,9.73,L,-9.73,233.434
2025-08-22T17:05:30.747577+01:00,1.246885369,1m4f Hcap,Ffos Las 22nd Aug,2025-08-22 16:00:00+00:00,1,Moab,3.1,9.34,L,-9.34,224.094
2025-08-22T17:15:00.755594+01:00,1.246887102,1m Nursery,Killarney 22nd Aug,2025-08-22 16:10:00+00:00,2,Bellamano,3.65,14.01,L,-14.01,210.084
2025-08-22T17:28:31.027394+01:00,1.246885420,1m Hcap,York 22nd Aug,2025-08-22 16:20:00+00:00,3,Fifth Column,4.7,21.02,W,77.774,287.858
2025-08-22T17:42:00.974581+01:00,1.246885262,1m1f Hcap,Hamilton 22nd Aug,2025-08-22 16:35:00+00:00,0,Seren Star,1.8,11.52,W,9.216,297.074
2025-08-22T17:54:00.990911+01:00,1.246885225,6f Mdn Stks,Goodwood 22nd Aug,2025-08-22 16:48:00+00:00,0,Enha,3.1,11.89,L,-11.89,285.184
2025-08-22T18:12:00.938062+01:00,1.246885266,1m3f Nov Stks,Hamilton 22nd Aug,2025-08-22 17:05:00+00:00,1,Tiernan,1.26,11.41,L,-11.41,273.774
2025-08-22T18:23:00.741969+01:00,1.246885231,1m Hcap,Goodwood 22nd Aug,2025-08-22 17:18:00+00:00,2,Atlantis Blue,2.54,18.83,L,-18.83,254.94400000000002
2025-08-22T18:42:01.065002+01:00,1.246885272,1m4f Hcap,Hamilton 22nd Aug,2025-08-22 17:35:00+00:00,1,Defiance,3.2,8.8,L,-8.8,211.2
2025-08-22T18:56:31.245844+01:00,1.246885242,1m4f Hcap,Goodwood 22nd Aug,2025-08-22 17:48:00+00:00,2,Sound Janet,4.4,13.2,L,-13.2,198.0
2025-08-22T19:17:30.939917+01:00,1.246887122,1m6f Hcap,Killarney 22nd Aug,2025-08-22 18:11:00+00:00,3,Kilmeaden,4.9,19.8,L,-19.8,178.2
2025-08-22T19:37:01.469331+01:00,1.246888788,3m2f Hcap Chs,Kilbeggan 22nd Aug,2025-08-22 18:25:00+00:00,4,Bal Kauto,2.44,32.67,W,47.0448,225.2448
2025-08-22T19:49:31.013839+01:00,1.246887127,1m6f Hcap,Killarney 22nd Aug,2025-08-22 18:41:00+00:00,1,Bear Creek,3.4,9.01,L,-9.01,216.2348
2025-08-22T20:03:31.261104+01:00,1.246888793,2m INHF,Kilbeggan 22nd Aug,2025-08-22 18:55:00+00:00,2,Sellerna Bay,2.34,14.87,L,-14.87,201.3648
2025-08-22T20:23:01.275157+01:00,1.246887132,2m1f Stks,Killarney 22nd Aug,2025-08-22 19:15:00+00:00,3,Enniskerry,2.98,24.54,L,-24.54,176.8248
