timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-27T13:30:30.863803+01:00,1.248246291,6f Mdn,Curragh 27th Sep,2025-09-27 12:25:00+00:00,1,Armada De Lope,3.6,8.8,L,-8.8,211.2
2025-09-27T13:47:00.936615+01:00,1.248245619,6f Mdn Stks,Ripon 27th Sep,2025-09-27 12:40:00+00:00,2,Here Forever,1.34,31.06,W,10.560400000000001,221.7604
2025-09-27T13:58:01.193112+01:00,1.248245562,1m Grp 2,Newmarket 27th Sep,2025-09-27 12:50:00+00:00,1,Bow Echo,3.7,8.88,W,23.976000000000003,245.7364
2025-09-27T14:18:00.897254+01:00,1.248249936,2m Mdn Hrd,Listowel 27th Sep,2025-09-27 13:10:00+00:00,1,Louiescall,4.4,9.83,L,-9.83,235.9064
2025-09-27T14:33:31.068616+01:00,1.248245569,6f Grp 1,Newmarket 27th Sep,2025-09-27 13:25:00+00:00,2,True Love,3.2,14.75,W,32.45,268.3564
2025-09-27T14:39:30.762698+01:00,1.248246301,1m Grp 2,Curragh 27th Sep,2025-09-27 13:35:00+00:00,1,Hawk Mountain,2.1,10.74,W,11.814000000000002,280.17040000000003
2025-09-27T14:54:00.967450+01:00,1.248249941,2m4f Nov Hrd,Listowel 27th Sep,2025-09-27 13:45:00+00:00,1,Cameletta Vega,3.15,11.21,L,-11.21,268.96040000000005
2025-09-27T15:29:32.986114+01:00,1.248245576,6f Grp 1,Newmarket 27th Sep,2025-09-27 14:00:00+00:00,2,Wise Approach,2.68,18.5,W,31.080000000000002,300.04040000000003
2025-09-27T15:51:01.416119+01:00,1.248245583,1m1f Hcap,Newmarket 27th Sep,2025-09-27 14:40:00+00:00,1,Real Gain,7.6,12.01,L,-12.01,288.03040000000004
2025-09-27T16:07:31.378748+01:00,1.248249951,2m6f Hcap Hrd,Listowel 27th Sep,2025-09-27 14:55:00+00:00,2,Rising Dust,2.48,19.82,W,29.3336,317.36400000000003
