timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-22T13:37:00.900488+01:00,1.248006454,1m Mdn,Listowel  22nd Sep,2025-09-22 12:30:00+00:00,1,World Tour,5.1,8.8,L,-8.8,211.2
2025-09-22T13:47:00.930703+01:00,1.248001950,7f Hcap,Leicester 22nd Sep,2025-09-22 12:40:00+00:00,2,Homer Stokes,5.0,13.2,L,-13.2,198.0
2025-09-22T14:12:01.230641+01:00,1.248006459,1m Hcap,Listowel  22nd Sep,2025-09-22 13:02:00+00:00,3,Racing Royalty,7.0,19.8,L,-19.8,178.2
2025-09-22T14:28:00.819011+01:00,1.248001912,6f Mdn Stks,Hamilton 22nd Sep,2025-09-22 13:23:00+00:00,4,Passing Thought,1.73,68.72,W,50.1656,228.36559999999997
2025-09-22T14:43:31.887485+01:00,1.248001865,2m2f Nov Hcap Hrd,Fontwell 22nd Sep,2025-09-22 13:30:00+00:00,1,Graham,3.6,9.14,L,-9.14,219.2256
2025-09-22T15:04:00.862450+01:00,1.248001917,5f Nursery,Hamilton 22nd Sep,2025-09-22 13:58:00+00:00,2,Dandy Style,2.7,15.09,W,25.653000000000002,244.87859999999998
2025-09-22T15:17:31.046416+01:00,1.248006469,1m Hcap,Listowel  22nd Sep,2025-09-22 14:12:00+00:00,1,Grey Leader,4.8,9.8,L,-9.8,235.07859999999997
2025-09-22T15:29:30.872319+01:00,1.248006418,7f Stks,Fairyhouse 22nd Sep,2025-09-22 14:25:00+00:00,2,Idiocracy,2.94,16.17,L,-16.17,218.90859999999998
2025-09-22T15:43:31.350747+01:00,1.248001923,1m4f Hcap,Hamilton 22nd Sep,2025-09-22 14:33:00+00:00,3,Mafting,2.96,26.69,L,-26.69,192.21859999999998
2025-09-22T15:57:01.191820+01:00,1.248006474,1m3f Hcap,Listowel  22nd Sep,2025-09-22 14:47:00+00:00,4,Chica Guerrera,4.5,40.04,L,-40.04,152.1786
2025-09-22T16:13:31.460527+01:00,1.248006423,7f Mdn,Fairyhouse 22nd Sep,2025-09-22 15:00:00+00:00,5,Win Me Over,2.26,66.07,L,-66.07,86.1086
2025-09-22T16:27:31.468953+01:00,1.248001888,2m2f Hcap Hrd,Fontwell 22nd Sep,2025-09-22 15:15:00+00:00,6,Cawthorne Banker,1.8,86.1086,L,-86.1086,0.0
