timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-19T13:36:01.008269+01:00,1.247911590,7f Nursery,Ayr 19th Sep,2025-09-19 12:28:00+00:00,1,Radiance,3.4,8.8,L,-8.8,211.2
2025-09-19T13:52:30.918148+01:00,1.247910323,6f Mdn Stks,Newbury 19th Sep,2025-09-19 12:45:00+00:00,2,One And Gone,4.3,13.2,L,-13.2,198.0
2025-09-19T14:02:00.538163+01:00,1.247911604,6f Nursery,Ayr 19th Sep,2025-09-19 12:58:00+00:00,3,Reciprocated,4.6,19.8,L,-19.8,178.2
2025-09-19T14:19:30.962240+01:00,1.247912858,2m2f Mdn Hrd,Downpatrick 19th Sep,2025-09-19 13:11:00+00:00,4,High Court Cave,1.7,71.66,W,50.16199999999999,228.36199999999997
2025-09-19T14:40:00.942962+01:00,1.247911597,5f Listed Stks,Ayr 19th Sep,2025-09-19 13:33:00+00:00,1,Ipanema Queen,3.45,9.14,L,-9.14,219.22199999999998
2025-09-19T14:55:01.020284+01:00,1.247912863,2m2f Hcap Hrd,Downpatrick 19th Sep,2025-09-19 13:46:00+00:00,2,Arcland,3.3,13.71,W,31.533,250.755
2025-09-19T15:10:31.022277+01:00,1.247911618,5f Listed Stks,Ayr 19th Sep,2025-09-19 14:05:00+00:00,1,Beautiful Diamond,3.75,10.04,W,27.61,278.365
2025-09-19T15:22:01.089503+01:00,1.247910285,2m1f Nov Hrd,Newton Abbot 19th Sep,2025-09-19 14:13:00+00:00,1,Highland Haven,1.98,11.14,L,-11.14,267.225
2025-09-19T15:37:31.026857+01:00,1.247910341,1m Cond Stks,Newbury 19th Sep,2025-09-19 14:30:00+00:00,2,Look To The Stars,3.7,16.71,W,45.117000000000004,312.34200000000004
2025-09-19T15:57:01.009826+01:00,1.247910305,2m1f Hcap Hrd,Newton Abbot 19th Sep,2025-09-19 14:48:00+00:00,1,Dickens,2.74,12.5,W,21.750000000000004,334.09200000000004
