timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-23T13:30:01.233918+01:00,1.246917797,2m Mdn Hrd,Killarney 23rd Aug,2025-08-23 12:20:00+00:00,1,Wholelotofbusiness,2.04,8.8,L,-8.8,211.2
2025-08-23T14:01:02.048109+01:00,1.246917728,7f Mdn,Curragh 23rd Aug,2025-08-23 12:42:00+00:00,2,Circle of Life,4.9,13.2,L,-13.2,198.0
2025-08-23T14:16:01.267173+01:00,1.246913771,7f Hcap,Goodwood 23rd Aug,2025-08-23 13:05:00+00:00,3,Mudbir,4.0,19.8,L,-19.8,178.2
2025-08-23T14:35:31.566630+01:00,1.246914732,1m6f Hcap,York 23rd Aug,2025-08-23 13:25:00+00:00,4,Many Men,6.2,29.7,L,-29.7,148.5
2025-08-23T14:48:31.442688+01:00,1.246913777,1m4f Hcap,Goodwood 23rd Aug,2025-08-23 13:40:00+00:00,5,Warda Jamila,3.6,44.55,L,-44.55,103.95
2025-08-23T15:00:01.192196+01:00,1.246917738,1m4f Hcap,Curragh 23rd Aug,2025-08-23 13:52:00+00:00,6,Shaool,3.7,103.95,L,-103.95,0.0
2025-08-23T15:14:31.658104+01:00,1.246917813,2m6f Hcap Hrd,Killarney 23rd Aug,2025-08-23 14:05:00+00:00,7,Persian Daughter,6.2,103.95,L,-103.95,-103.95
2025-08-23T15:37:01.680201+01:00,1.246917743,7f Grp 2,Curragh 23rd Aug,2025-08-23 14:27:00+00:00,8,Constitution River,1.83,103.95,W,86.27850000000001,-17.671499999999995
2025-08-23T15:47:00.901818+01:00,1.246917819,2m1f Beg Chs,Killarney 23rd Aug,2025-08-23 14:40:00+00:00,1,Downmexicoway,3.05,0.01,W,0.020499999999999997,-17.650999999999996
2025-08-23T15:58:01.215264+01:00,1.246913783,1m2f Hcap,Goodwood 23rd Aug,2025-08-23 14:50:00+00:00,1,Asmen Warrior,2.68,0.01,L,-0.01,-17.660999999999998
2025-08-23T16:08:31.074615+01:00,1.246917748,7f Grp 2,Curragh 23rd Aug,2025-08-23 15:02:00+00:00,2,Composing,1.95,0.02,W,0.019,-17.642
2025-08-23T16:25:01.503739+01:00,1.246917824,2m7f Nov Chs,Killarney 23rd Aug,2025-08-23 15:15:00+00:00,1,Boston Rover,3.9,0.01,W,0.028999999999999998,-17.613
2025-08-23T16:50:32.371534+01:00,1.246917753,1m4f Hcap,Curragh 23rd Aug,2025-08-23 15:37:00+00:00,1,Spring Dance,4.4,0.01,L,-0.01,-17.623
2025-08-23T17:16:31.172805+01:00,1.246917758,1m2f Mdn,Curragh 23rd Aug,2025-08-23 16:10:00+00:00,2,Slaney Drive,2.12,0.02,W,0.022400000000000003,-17.6006
2025-08-23T17:30:01.138733+01:00,1.246914770,1m2f Hcap,York 23rd Aug,2025-08-23 16:20:00+00:00,1,Westridge,4.9,0.01,L,-0.01,-17.6106
2025-08-23T17:54:01.630267+01:00,1.246917400,6f Nov Stks,Windsor 23rd Aug,2025-08-23 16:45:00+00:00,2,Gaurdman,3.55,0.02,L,-0.02,-17.6306
2025-08-23T18:10:01.287724+01:00,1.246913302,6f Nov Stks,Redcar 23rd Aug,2025-08-23 17:00:00+00:00,3,Wonderful Friend,2.44,0.04,L,-0.04,-17.6706
2025-08-23T18:21:30.808690+01:00,1.246917394,1m3f Listed,Windsor 23rd Aug,2025-08-23 17:15:00+00:00,4,Caviar Heights,2.56,0.07,L,-0.07,-17.7406
2025-08-23T18:36:01.288039+01:00,1.246913308,1m Nov Stks,Redcar 23rd Aug,2025-08-23 17:30:00+00:00,5,Eternal Force,1.11,1.53,W,0.16830000000000014,-17.572300000000002
2025-08-23T18:52:31.369534+01:00,1.246917406,1m2f Grp 3,Windsor 23rd Aug,2025-08-23 17:45:00+00:00,1,Military Order,1.57,0.01,L,-0.01,-17.582300000000004
2025-08-23T19:10:01.399133+01:00,1.246913313,1m Hcap,Redcar 23rd Aug,2025-08-23 18:00:00+00:00,2,Double Parked,2.94,0.02,W,0.0388,-17.543500000000005
2025-08-23T19:22:31.516363+01:00,1.246917411,1m Hcap,Windsor 23rd Aug,2025-08-23 18:15:00+00:00,1,Bravo Zulu,4.3,0.01,L,-0.01,-17.553500000000007
2025-08-23T19:53:31.177212+01:00,1.246917452,1m3f Hcap,Windsor 23rd Aug,2025-08-23 18:45:00+00:00,2,Love You Back,2.04,0.02,L,-0.02,-17.573500000000006
