timestamp,location,race_name,race_start,selection_id,runner_name,odds,result
2025-09-28 13:38:01,Curragh,1m1f Mdn,2025-09-28 13:30:00,11734258,Cape Cod,1.78,LOST
2025-09-28 13:53:01,Epsom,7f Nursery,2025-09-28 13:45:00,83654022,Galileo Island,4.2,WON
2025-09-28 14:05:01,Ffos Las,1m2f Nov Hcap,2025-09-28 13:55:00,26162498,Zambezi Magic,3.2,WON
2025-09-28 14:10:00,Curragh,7f Mdn,2025-09-28 14:05:00,88579428,White Sand Beach,2.34,LOST
2025-09-28 14:18:00,Newcastle,7f App Hcap,2025-09-28 14:13:00,57926081,Flying Fletcher,6.0,LOST
2025-09-28 14:25:30,Epsom,1m Cond Stks,2025-09-28 14:20:00,87559517,Alfaraz,2.1,LOST
2025-09-28 14:36:00,Ffos Las,7f Mdn Stks,2025-09-28 14:30:00,86360113,Lavender Gold,2.1,LOST
2025-09-28 14:45:00,Curragh,7f Grp 3,2025-09-28 14:37:00,15996,Amelia Earhart,4.3,LOST
2025-09-28 14:50:00,Newcastle,7f App Hcap,2025-09-28 14:45:00,40390222,Lir Speciale,2.6,LOST
2025-09-28 15:03:30,Epsom,1m2f Nov Stks,2025-09-28 14:55:00,76636315,Gamrai,1.28,LOST
2025-09-28 15:10:30,Ffos Las,5f Nursery,2025-09-28 15:05:00,85994533,Forever Glamorous,2.16,LOST
2025-09-28 15:19:30,Curragh,6f Grp 3,2025-09-28 15:12:00,56817141,My Mate Alfie,4.4,LOST
2025-09-28 15:26:31,Newcastle,1m4f Hcap,2025-09-28 15:20:00,84116041,Both Of Us,2.26,LOST
2025-09-28 15:38:01,Epsom,1m4f Hcap,2025-09-28 15:30:00,69400801,Give It To Me Oj,1.74,WON
2025-09-28 15:48:00,Ffos Las,1m Hcap,2025-09-28 15:40:00,45720172,Change Of Fortune,4.1,LOST
2025-09-28 15:51:30,Curragh,7f Nursery Hcap,2025-09-28 15:47:00,84993357,Which Wolf Wins,5.1,LOST
2025-09-28 16:00:30,Newcastle,1m2f Hcap,2025-09-28 15:55:00,78760607,Bragbor,3.5,LOST
2025-09-28 16:14:01,Epsom,1m2f Hcap,2025-09-28 16:05:00,57080,Fantasy Believer,4.8,LOST
2025-09-28 16:21:30,Ffos Las,5f Hcap,2025-09-28 16:15:00,40678426,Roach Power,3.65,WON
2025-09-28 16:35:01,Curragh,2m1f Hcap,2025-09-28 16:22:00,62442468,Puturhandstogether,11.0,WON
2025-09-28 16:37:01,Newcastle,1m4f Hcap,2025-09-28 16:30:00,84746679,Gran Descans,2.68,WON
2025-09-28 16:46:31,Epsom,1m Hcap,2025-09-28 16:40:00,9356344,Hot Cash,3.25,LOST
2025-09-28 16:58:01,Ffos Las,2m Hcap,2025-09-28 16:50:00,80656773,Jedhi Knight,3.15,LOST
2025-09-28 17:08:30,Newcastle,7f Nov Stks,2025-09-28 17:05:00,88390352,Leading Dancer,1.52,WON
2025-09-28 17:08:31,Curragh,6f Mdn,2025-09-28 16:57:00,83916859,Glory To Be,3.65,LOST
2025-09-28 17:19:30,Epsom,7f Hcap,2025-09-28 17:15:00,71915811,Musical Angel,4.1,WON
2025-09-28 17:34:01,Ffos Las,7f Hcap,2025-09-28 17:25:00,73768912,Rosemarys Rose,4.8,LOST
2025-09-28 17:39:01,Curragh,1m2f Hcap,2025-09-28 17:30:00,81615073,Wertpol,7.4,LOST
2025-09-28 17:44:30,Newcastle,6f Nov Stks,2025-09-28 17:40:00,84382028,Major Neigh Sayer,2.58,LOST
2025-09-28 18:21:31,Newcastle,1m Hcap,2025-09-28 18:15:00,71120850,War Howl,7.2,LOST
2025-09-28 18:49:30,Newcastle,7f Hcap,2025-09-28 18:45:00,38234317,Superposition,6.0,LOST
