timestamp,location,race_name,race_start,selection_id,runner_name,odds,result
2025-09-17 14:12:01,Sandown,5f Hcap,2025-09-17 14:05:00,45325621,Danger Alert,3.25,LOST
2025-09-17 14:27:01,Beverley,5f Mdn Stks,2025-09-17 14:15:00,82473643,Bravo Hotel,4.4,LOST
2025-09-17 14:30:31,Yarmouth,6f Hcap,2025-09-17 14:25:00,73455019,Kosometsuke,3.7,WON
2025-09-17 14:43:01,Sandown,7f Nov Stks,2025-09-17 14:35:00,11583,Morshdi,2.0,LOST
2025-09-17 14:56:01,Beverley,5f Nov Stks,2025-09-17 14:45:00,88623937,Tea Queen,2.16,LOST
2025-09-17 15:00:30,Yarmouth,6f Nov Stks,2025-09-17 14:55:00,88623923,Albaydaa,2.18,LOST
2025-09-17 15:09:30,Sandown,1m Mdn Stks,2025-09-17 15:05:00,19568953,Accredit,1.39,WON
2025-09-17 15:27:31,Beverley,7f Nov Stks,2025-09-17 15:15:00,85225513,Elizabetty,3.35,LOST
2025-09-17 15:33:31,Yarmouth,7f Mdn Stks,2025-09-17 15:25:00,88043589,King Of Berkshire,2.76,LOST
2025-09-17 15:41:01,Sandown,1m Listed,2025-09-17 15:35:00,49525932,Ciceros Gift,3.3,WON
2025-09-17 15:57:00,Beverley,1m Nursery,2025-09-17 15:48:00,84958701,Dunkeld Dreamer,2.42,WON
2025-09-17 16:04:01,Kelso,2m5f Nov Hrd,2025-09-17 15:53:00,59054747,Jackson Lamb,1.68,WON
2025-09-17 16:08:31,Yarmouth,1m2f Listed,2025-09-17 16:00:00,37957,Life Is Beautiful,4.7,LOST
2025-09-17 16:16:00,Sandown,1m Hcap,2025-09-17 16:10:00,76502647,Lady Mariko,3.1,LOST
2025-09-17 16:26:31,Beverley,1m Hcap,2025-09-17 16:18:00,77407450,Oilisa,5.6,LOST
2025-09-17 16:33:31,Kelso,2m5f Hcap Hrd,2025-09-17 16:25:00,54795452,Here Comes Georgie,4.6,LOST
2025-09-17 16:41:01,Yarmouth,1m1f Hcap,2025-09-17 16:35:00,18306,Sea Force,3.05,WON
2025-09-17 16:54:01,Sandown,1m2f Hcap,2025-09-17 16:45:00,39271,Sir William,3.25,LOST
2025-09-17 16:58:00,Beverley,5f Hcap,2025-09-17 16:53:00,24989012,Elegant Erin,3.65,WON
2025-09-17 17:09:31,Kelso,2m5f Hcap Chs,2025-09-17 17:00:00,15341891,Lets Sail Away,2.76,LOST
2025-09-17 17:17:31,Yarmouth,1m3f Hcap,2025-09-17 17:10:00,74312383,Miss Wong,4.1,WON
2025-09-17 17:26:31,Sandown,1m2f Hcap,2025-09-17 17:17:00,84080045,Itraaq,3.0,LOST
2025-09-17 17:32:01,Beverley,1m2f Hcap,2025-09-17 17:24:00,20220342,Whatacracker,6.2,LOST
2025-09-17 17:37:31,Kelso,2m2f Hcap Hrd,2025-09-17 17:30:00,49782429,Heart Above,3.75,WON
2025-09-17 17:47:31,Yarmouth,6f Hcap,2025-09-17 17:40:00,79211475,Vinatera,3.7,LOST
2025-09-17 18:08:31,Kelso,2m2f Hcap Hrd,2025-09-17 18:00:00,63057857,Shes Notjoeking,4.3,LOST
2025-09-17 18:48:32,Kelso,2m1f Hcap Chs,2025-09-17 18:30:00,62403444,Primoz,2.5,LOST
2025-09-17 19:10:01,Kelso,2m NHF,2025-09-17 19:00:00,84746709,Nobotheratall,3.0,LOST
