timestamp,location,race_name,race_start,selection_id,runner_name,odds,result
2025-09-16 13:54:01,Punchestown,1m Mdn,2025-09-16 13:48:00,40210744,Lookingforarainbow,2.14,LOST
2025-09-16 14:24:00,Punchestown,1m Mdn,2025-09-16 14:18:00,2607373,Port Of Spain,2.22,WON
2025-09-16 14:24:01,Uttoxeter,2m7f Hcap Hrd,2025-09-16 14:10:00,74861709,Keel Strand,5.9,LOST
2025-09-16 14:34:31,Yarmouth,6f Nov Stks,2025-09-16 14:25:00,19293200,Division,1.32,WON
2025-09-16 14:43:31,Redcar,5f Nov Stks,2025-09-16 14:33:00,83846943,Schrodingers Cat,2.34,WON
2025-09-16 14:51:01,Uttoxeter,2m4f Mdn Hrd,2025-09-16 14:40:00,77978706,Three Pikes,2.3,LOST
2025-09-16 14:55:00,Punchestown,1m Hcap,2025-09-16 14:48:00,69584523,Counterculture,5.8,LOST
2025-09-16 15:00:00,Yarmouth,7f Nursery,2025-09-16 14:55:00,86072332,Up The Agenda,4.6,WON
2025-09-16 15:14:01,Redcar,6f Stks,2025-09-16 15:03:00,85419008,Mossvale Diva,2.3,WON
2025-09-16 15:21:01,Uttoxeter,2m Hcap Chs,2025-09-16 15:10:00,42930463,Harel Du Marais,5.5,LOST
2025-09-16 15:24:30,Punchestown,1m1f Stks,2025-09-16 15:18:00,2498931,Birthe,2.5,LOST
2025-09-16 15:32:31,Yarmouth,1m Mdn Stks,2025-09-16 15:25:00,87468882,Spyce,2.72,WON
2025-09-16 15:43:31,Redcar,5f Hcap,2025-09-16 15:33:00,44148974,Zuffolo,5.2,LOST
2025-09-16 15:53:31,Uttoxeter,3m Hcap Chs,2025-09-16 15:40:00,48002641,Bumpy Evans,2.82,LOST
2025-09-16 15:55:31,Punchestown,1m1f Mdn,2025-09-16 15:48:00,87964177,Playin Cool,4.5,LOST
2025-09-16 16:02:31,Yarmouth,7f Hcap,2025-09-16 15:55:00,13331359,Thurso,5.2,LOST
2025-09-16 16:11:01,Redcar,6f Hcap,2025-09-16 16:03:00,57631575,Novello Lad,7.2,LOST
2025-09-16 16:22:31,Uttoxeter,2m4f Hcap Hrd,2025-09-16 16:10:00,60789709,Jhentong Enki,5.4,LOST
2025-09-16 16:25:01,Punchestown,1m1f Hcap,2025-09-16 16:18:00,72890928,Its All Peachy,5.2,LOST
2025-09-16 16:32:31,Wolverhampton,1m Stks,2025-09-16 16:25:00,75653104,Nanny Park,1.88,LOST
2025-09-16 16:39:31,Yarmouth,1m2f Hcap,2025-09-16 16:30:00,72111097,Akrramm,5.4,LOST
2025-09-16 16:46:01,Redcar,1m Hcap,2025-09-16 16:35:00,61379127,Jez Bomb,5.0,LOST
2025-09-16 16:51:01,Uttoxeter,2m4f Hcap Chs,2025-09-16 16:40:00,38357068,Shantou Lucky,1.43,WON
2025-09-16 16:56:30,Punchestown,1m1f Hcap,2025-09-16 16:48:00,69076699,Warazam,2.88,WON
2025-09-16 17:05:01,Wolverhampton,6f Nov Stks,2025-09-16 16:55:00,82025205,Dandy Speed,4.1,LOST
2025-09-16 17:06:31,Yarmouth,6f Hcap,2025-09-16 17:00:00,46024,Cuban Lady,3.55,LOST
2025-09-16 17:13:01,Redcar,1m2f Hcap,2025-09-16 17:05:00,81862449,Obito,3.35,LOST
2025-09-16 17:18:31,Uttoxeter,2m Hcap Hrd,2025-09-16 17:10:00,50862709,Diesel Line,2.68,WON
2025-09-16 17:23:01,Punchestown,1m1f Hcap,2025-09-16 17:18:00,60869992,Slaney Swagger,5.0,LOST
2025-09-16 17:35:31,Wolverhampton,6f Nov Stks,2025-09-16 17:25:00,56329877,Because We Can,4.1,LOST
2025-09-16 17:37:01,Yarmouth,5f Hcap,2025-09-16 17:30:00,45720366,Thunder Star,4.3,LOST
2025-09-16 17:42:01,Redcar,1m6f Hcap,2025-09-16 17:35:00,56496919,Spectacular Style,2.06,LOST
2025-09-16 18:08:01,Wolverhampton,6f Nov Stks,2025-09-16 18:00:00,85518843,Grey Jaguar,2.16,WON
2025-09-16 18:47:32,Wolverhampton,6f Hcap,2025-09-16 18:30:00,50307180,Sams Hope,1.96,WON
2025-09-16 19:15:02,Wolverhampton,1m6f Hcap,2025-09-16 19:00:00,71661974,Forglen,4.1,LOST
2025-09-16 19:40:31,Wolverhampton,7f Hcap,2025-09-16 19:30:00,13663995,Harbour Vision,5.2,LOST
2025-09-16 20:10:01,Wolverhampton,1m1f Hcap,2025-09-16 20:00:00,72520006,Harryella,2.88,LOST
2025-09-16 20:37:31,Wolverhampton,5f Hcap,2025-09-16 20:30:00,54915030,Jungle Dance,4.5,LOST
