timestamp,location,race_name,race_start,selection_id,runner_name,odds,result
2025-09-12 13:12:01,Chester,6f Nov Stks,2025-09-12 13:05:00,85419008,Mossvale Diva,2.06,WON
2025-09-12 13:23:31,Doncaster,1m6f Hcap,2025-09-12 13:15:00,55067924,Shadow Dance,6.0,LOST
2025-09-12 13:46:31,Chester,7f Nov Stks,2025-09-12 13:40:00,76590777,Zarathos,2.4,LOST
2025-09-12 14:08:31,Sandown,5f Mdn Stks,2025-09-12 14:00:00,85907643,Star Of Albion,3.45,LOST
2025-09-12 14:11:32,Doncaster,7f Listed,2025-09-12 13:50:00,85294066,Hankelow,2.54,LOST
2025-09-12 14:16:31,Chester,1m6f Hcap,2025-09-12 14:10:00,20911754,Gentle Warrior,2.38,WON
2025-09-12 14:32:31,Doncaster,5f Grp 2,2025-09-12 14:25:00,82354289,Mission Central,3.75,LOST
2025-09-12 14:48:01,Sandown,5f Hcap,2025-09-12 14:35:00,12186699,Good Earth,3.35,LOST
2025-09-12 14:52:31,Chester,7f Hcap,2025-09-12 14:45:00,10135061,Mayday Malone,2.42,WON
2025-09-12 15:08:00,Doncaster,2m2f Grp 2,2025-09-12 15:00:00,18357391,Sweet William,1.94,WON
2025-09-12 15:16:31,Sandown,1m Mdn Stks,2025-09-12 15:10:00,87179083,Enchanted Queen,1.81,LOST
2025-09-12 15:23:31,Chester,7f Hcap,2025-09-12 15:17:00,48605289,Vixey,2.82,WON
2025-09-12 15:33:31,Salisbury,6f Grp 3,2025-09-12 15:25:00,909748,Awaken,4.3,LOST
2025-09-12 15:52:01,Doncaster,1m4f Hcap,2025-09-12 15:40:00,74504376,Perfect Your Craft,3.1,LOST
2025-09-12 15:52:30,Sandown,1m Nursery,2025-09-12 15:45:00,85828150,Suspended Sentence,1.9,WON
2025-09-12 15:58:00,Chester,2m Hcap,2025-09-12 15:50:00,45951121,Chillhi,5.7,LOST
2025-09-12 16:03:31,Ballinrobe,2m2f Mdn Hrd,2025-09-12 15:55:00,72592566,Wackestone,2.12,LOST
2025-09-12 16:19:01,Salisbury,1m Nov Stks,2025-09-12 16:03:00,45934258,Evanesco,1.71,WON
2025-09-12 16:20:01,Doncaster,7f Mdn Stks,2025-09-12 16:10:00,15996,Amelia Earhart,4.1,LOST
2025-09-12 16:32:30,Ballinrobe,2m2f Mdn Hrd,2025-09-12 16:25:00,72360911,Korinthia,1.73,WON
2025-09-12 16:33:01,Chester,6f Hcap,2025-09-12 16:20:00,54944456,Dapper Valley,2.22,WON
2025-09-12 16:34:02,Sandown,7f Hcap,2025-09-12 16:15:00,58322329,Crimson Spirit,5.0,LOST
2025-09-12 16:43:31,Salisbury,7f Nursery,2025-09-12 16:35:00,26060803,Dublin Bay,2.68,LOST
2025-09-12 16:50:30,Doncaster,6f Nursery,2025-09-12 16:45:00,85791145,Sword Maker,4.5,WON
2025-09-12 17:01:31,Chester,6f Hcap,2025-09-12 16:55:00,49471732,Giant,4.9,LOST
2025-09-12 17:06:01,Sandown,7f Hcap,2025-09-12 16:50:00,78278546,Purple Rainbow,3.6,LOST
2025-09-12 17:11:31,Ballinrobe,2m6f Hcap Hrd,2025-09-12 17:00:00,72322093,Boston Jury,4.9,LOST
2025-09-12 17:22:01,Salisbury,7f Stks,2025-09-12 17:10:00,86285667,Supreme Clarets,4.1,LOST
2025-09-12 17:28:01,Doncaster,6f Hcap,2025-09-12 17:20:00,44213923,Knebworth,3.3,LOST
2025-09-12 17:37:31,Sandown,1m2f Hcap,2025-09-12 17:25:00,74586017,Whatsgoingonmarvin,3.1,WON
2025-09-12 17:39:01,Ballinrobe,2m6f Hcap Hrd,2025-09-12 17:30:00,69366256,Ad Caelum,6.0,LOST
2025-09-12 17:52:01,Salisbury,6f Hcap,2025-09-12 17:45:00,41009685,Under The Twilight,4.4,LOST
2025-09-12 18:10:01,Ballinrobe,2m7f Beg Chs,2025-09-12 18:00:00,67274868,Mozzies Sister,1.57,LOST
2025-09-12 18:23:01,Salisbury,6f Hcap,2025-09-12 18:15:00,7270213,Merapi,3.85,LOST
2025-09-12 18:40:31,Ballinrobe,2m7f Hcap Chs,2025-09-12 18:30:00,33810930,My Friend The Wind,6.0,LOST
2025-09-12 18:53:01,Salisbury,1m6f Stks,2025-09-12 18:45:00,52106,Palladium,1.48,WON
2025-09-12 19:08:01,Ballinrobe,2m1f Hcap Chs,2025-09-12 19:00:00,40503634,Metamorpheus,5.4,LOST
2025-09-12 19:29:02,Salisbury,1m2f Hcap,2025-09-12 19:15:00,9991946,Northwest Passage,3.95,WON
2025-09-12 19:38:01,Ballinrobe,2m NHF,2025-09-12 19:30:00,10103636,Blue Waters,2.6,LOST
