timestamp,location,race_name,race_start,selection_id,runner_name,odds,result
2025-08-21 19:35:30,Chelmsford City,7f Hcap,2025-08-21 19:30:00,69684860,Arlecchinos Rex,2.94,LOST
2025-08-21 19:47:01,Killarney,2m1f Hcap Chs,2025-08-21 19:37:00,74399324,Wonleg,3.0,LOST
2025-08-21 19:51:00,Newcastle,5f Hcap,2025-08-21 19:45:00,227336,Northern Spirit,7.2,WON
2025-08-21 20:00:00,Leopardstown,1m Hcap,2025-08-21 19:55:00,61566327,Serialise,4.3,LOST
2025-08-21 20:08:01,Chelmsford City,7f Hcap,2025-08-21 20:00:00,35467164,Vitalline,5.5,LOST
2025-08-21 20:14:01,Killarney,2m1f INHF,2025-08-21 20:07:00,4280727,Parnell Street,1.6,WON
2025-08-21 20:21:00,Newcastle,1m Hcap,2025-08-21 20:15:00,46868770,Talis Evolvere,5.1,LOST
2025-08-21 20:40:31,Chelmsford City,6f Stks,2025-08-21 20:30:00,49924762,Poetic Jack,2.38,LOST
2025-08-21 20:50:31,Newcastle,6f Hcap,2025-08-21 20:45:00,28108452,Tuco Salamanca,4.6,WON
2025-08-21 21:07:31,Chelmsford City,1m2f Hcap,2025-08-21 21:00:00,70397067,Caspian King,3.4,LOST
