timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-15T13:39:31.329755+01:00,1.247727368,2m Nov Hcap Chs,Worcester 15th Sep,2025-09-15 12:30:00+00:00,1,Seeyouinmydreams,2.44,8.8,L,-8.8,211.2
2025-09-15T14:09:31.186501+01:00,1.247727373,2m4f Hcap Chs,Worcester 15th Sep,2025-09-15 13:00:00+00:00,2,Courtland,2.4,14.52,L,-14.52,196.67999999999998
2025-09-15T14:26:01.010973+01:00,1.247729268,1m4f App Hcap,Thirsk 15th Sep,2025-09-15 13:20:00+00:00,3,Max Of Stars,4.6,21.78,W,78.408,275.08799999999997
2025-09-15T14:39:01.274706+01:00,1.247727380,2m NHF,Worcester 15th Sep,2025-09-15 13:30:00+00:00,1,Rodeo,3.5,11.01,L,-11.01,264.078
2025-09-15T14:57:30.911704+01:00,1.247729275,6f Nursery,Thirsk 15th Sep,2025-09-15 13:50:00+00:00,2,King Victorious,4.8,16.52,L,-16.52,247.55799999999996
2025-09-15T15:09:31.240380+01:00,1.247727387,2m Mdn Hrd,Worcester 15th Sep,2025-09-15 14:00:00+00:00,3,The Expensive One,2.1,30.04,L,-30.04,217.51799999999997
2025-09-15T15:27:00.839736+01:00,1.247729282,7f Nov Stks,Thirsk 15th Sep,2025-09-15 14:20:00+00:00,4,North Force,2.2,57.57,L,-57.57,159.94799999999998
2025-09-15T15:38:31.347213+01:00,1.247727394,2m Mdn Hrd,Worcester 15th Sep,2025-09-15 14:30:00+00:00,5,Mr Mcloughlan,3.15,86.36,W,185.67399999999998,345.62199999999996
2025-09-15T16:10:31.508711+01:00,1.247727401,2m7f Nov Hcap Hrd,Worcester 15th Sep,2025-09-15 15:00:00+00:00,1,Getaway With You,2.98,13.83,L,-13.83,331.792
2025-09-15T16:26:30.782307+01:00,1.247729296,7f Hcap,Thirsk 15th Sep,2025-09-15 15:20:00+00:00,2,Mamma Maria,4.7,20.75,L,-20.75,311.042
2025-09-15T16:40:01.555373+01:00,1.247727407,2m4f Hcap Hrd,Worcester 15th Sep,2025-09-15 15:30:00+00:00,3,Ghasham,3.25,31.13,L,-31.13,279.912
2025-09-15T16:59:00.967977+01:00,1.247729303,1m Hcap,Thirsk 15th Sep,2025-09-15 15:50:00+00:00,4,Ravishing Beauty,4.3,46.7,L,-46.7,233.212
2025-09-15T17:28:01.153958+01:00,1.247729309,7f Hcap,Thirsk 15th Sep,2025-09-15 16:20:00+00:00,5,Al Muqdad,5.7,70.05,L,-70.05,163.16199999999998
2025-09-15T17:36:00.850755+01:00,1.247725281,1m Nursery,Kempton 15th Sep,2025-09-15 16:30:00+00:00,6,Midnight Rodeo,3.45,163.16199999999998,W,399.7469,562.9088999999999
