timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-24T13:47:01.331723+01:00,1.248102537,1m Nursery,Redcar 24th Sep,2025-09-24 12:40:00+00:00,1,Lynxman,4.5,8.8,L,-8.8,211.2
2025-09-24T14:13:32.860859+01:00,1.248102169,1m2f Cond Stks,Goodwood 24th Sep,2025-09-24 12:50:00+00:00,2,Royal Playwright,1.86,12.28,W,10.5608,221.7608
2025-09-24T14:22:01.148875+01:00,1.248102544,6f Nursery,Redcar 24th Sep,2025-09-24 13:15:00+00:00,1,Mossvale Diva,3.15,8.88,L,-8.88,212.8808
2025-09-24T14:31:30.893695+01:00,1.248102172,1m2f Mdn Stks,Goodwood 24th Sep,2025-09-24 13:25:00+00:00,2,Bay Of Brilliance,2.22,8.74,W,10.662800000000002,223.5436
2025-09-24T14:42:00.967888+01:00,1.248102132,2m Nov Hrd,Perth 24th Sep,2025-09-24 13:33:00+00:00,1,Wandering Ego,2.54,8.95,L,-8.95,214.5936
2025-09-24T14:58:01.510241+01:00,1.248102550,7f Nov Stks,Redcar 24th Sep,2025-09-24 13:50:00+00:00,2,Inishbeg,2.52,14.77,L,-14.77,199.8236
2025-09-24T15:08:01.039849+01:00,1.248102179,1m Hcap,Goodwood 24th Sep,2025-09-24 14:00:00+00:00,3,Alpha Crucis,5.6,22.16,L,-22.16,177.6636
2025-09-24T15:31:01.852649+01:00,1.248107403,2m2f Hcap Hrd,Listowel 24th Sep,2025-09-24 14:15:00+00:00,4,Bearami Creek,4.2,33.24,L,-33.24,144.4236
2025-09-24T15:45:31.216368+01:00,1.248102186,1m2f Listed Stks,Goodwood 24th Sep,2025-09-24 14:35:00+00:00,5,Saddadd,2.66,54.85,L,-54.85,89.5736
2025-09-24T16:06:31.845398+01:00,1.248107408,3m Hcap Hrd,Listowel 24th Sep,2025-09-24 14:50:00+00:00,6,Bitofajokelike,4.9,89.5736,L,-89.5736,0.0
