timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-27T14:22:31.588027+01:00,1.247074404,5f Mdn Stks,Catterick 27th Aug,2025-08-27 13:15:00+00:00,1,The Lost Sock,1.58,8.8,W,5.104000000000001,225.104
2025-08-27T14:38:01.450917+01:00,1.247074534,7f Mdn Stks,Musselburgh 27th Aug,2025-08-27 13:30:00+00:00,1,Supreme Clarets,2.8,9.01,L,-9.01,216.09400000000002
2025-08-27T14:53:01.240979+01:00,1.247074410,6f Mdn Stks,Catterick 27th Aug,2025-08-27 13:45:00+00:00,2,Rogue Attraction,1.68,15.9,W,10.812,226.90600000000003
2025-08-27T15:04:30.961193+01:00,1.247074540,5f Nursery,Musselburgh 27th Aug,2025-08-27 14:00:00+00:00,1,Havin A Flyer,3.0,9.08,L,-9.08,217.82600000000002
2025-08-27T15:37:31.309753+01:00,1.247074547,1m1f Hcap,Musselburgh 27th Aug,2025-08-27 14:30:00+00:00,2,Amidst The Chaos,4.0,13.62,W,40.86,258.68600000000004
2025-08-27T15:52:31.418496+01:00,1.247074511,1m6f Hcap,Catterick 27th Aug,2025-08-27 14:45:00+00:00,1,Highfield Comrade,3.7,10.35,L,-10.35,248.33600000000004
2025-08-27T16:11:02.135304+01:00,1.247074644,2m2f Hcap,Musselburgh 27th Aug,2025-08-27 15:00:00+00:00,2,Bashful Boy,4.2,15.53,L,-15.53,232.80600000000004
2025-08-27T16:42:01.496184+01:00,1.247074651,7f Hcap,Musselburgh 27th Aug,2025-08-27 15:35:00+00:00,3,Highland Olly,3.85,23.3,W,66.405,299.211
2025-08-27T16:54:31.289908+01:00,1.247074527,7f Stks,Catterick 27th Aug,2025-08-27 15:45:00+00:00,1,Brazen Rascal,5.0,11.97,L,-11.97,287.241
2025-08-27T17:24:01.370728+01:00,1.247074670,2m4f Nov Hrd,Hexham 27th Aug,2025-08-27 16:15:00+00:00,2,Mohawk Chief,2.08,13.3,W,14.364000000000003,301.60499999999996
2025-08-27T17:45:01.661707+01:00,1.247074706,1m Nov Stks,Kempton 27th Aug,2025-08-27 16:37:00+00:00,1,Gavriel,2.78,12.07,W,21.484599999999997,323.08959999999996
2025-08-27T18:04:01.603059+01:00,1.247075304,2m4f Hcap Hrd,Bellewstown 27th Aug,2025-08-27 16:55:00+00:00,1,Sydney Cruiser,5.5,12.93,L,-12.93,310.15959999999995
2025-08-27T18:14:00.934856+01:00,1.247074731,7f Nov Stks,Kempton 27th Aug,2025-08-27 17:07:00+00:00,2,Grizedale,1.34,45.64,L,-45.64,264.51959999999997
2025-08-27T18:34:01.714396+01:00,1.247075309,2m4f Hcap Hrd,Bellewstown 27th Aug,2025-08-27 17:25:00+00:00,3,Birmingham Alabama,6.6,68.46,W,383.3759999999999,647.8955999999998
2025-08-27T18:43:31.275236+01:00,1.247074741,7f Nov Stks,Kempton 27th Aug,2025-08-27 17:37:00+00:00,1,Sarab Star,1.66,25.92,W,17.1072,665.0027999999999
2025-08-27T19:03:33.065558+01:00,1.247074685,3m Hcap Chs,Hexham 27th Aug,2025-08-27 17:45:00+00:00,1,Killybegs Jet Lady,3.55,26.61,L,-26.61,638.3927999999999
2025-08-27T19:14:01.156674+01:00,1.247074747,7f Hcap,Kempton 27th Aug,2025-08-27 18:07:00+00:00,2,Radiant Beauty,3.65,39.92,W,105.788,744.1807999999999
2025-08-27T19:33:31.494830+01:00,1.247075319,2m1f Hcap Hrd,Bellewstown 27th Aug,2025-08-27 18:25:00+00:00,1,W B Easy,5.4,29.77,L,-29.77,714.4107999999999
2025-08-27T19:43:30.875974+01:00,1.247074752,1m3f Hcap,Kempton 27th Aug,2025-08-27 18:37:00+00:00,2,Bulletin,3.15,44.66,W,96.01899999999999,810.4297999999999
2025-08-27T20:02:02.451731+01:00,1.247074692,2m Stks,Hexham 27th Aug,2025-08-27 18:45:00+00:00,1,Nelrose,3.2,32.42,L,-32.42,778.0097999999999
2025-08-27T20:58:33.724125+01:00,1.247074766,1m4f Hcap,Kempton 27th Aug,2025-08-27 19:37:00+00:00,2,Karthon,2.84,53.5,L,-53.5,724.5097999999999
