timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-08-30T13:36:31.322202+01:00,1.247188736,1m2f Hcap,Beverley 30th Aug,2025-08-30 12:30:00+00:00,1,Time Tells All,4.1,8.8,L,-8.8,211.2
2025-08-30T13:52:31.352844+01:00,1.247191344,1m Mdn,Curragh 30th Aug,2025-08-30 12:45:00+00:00,2,Hawk Mountain,1.88,12.0,W,10.559999999999999,221.76
2025-08-30T14:11:30.961931+01:00,1.247188743,5f Listed,Beverley 30th Aug,2025-08-30 13:05:00+00:00,1,Regional,3.1,8.88,L,-8.88,212.88
2025-08-30T14:23:31.550103+01:00,1.247188699,2m1f Mdn Hrd,Newton Abbot 30th Aug,2025-08-30 13:15:00+00:00,2,Manyana Blue,2.48,14.66,W,21.6968,234.5768
2025-08-30T14:32:31.355521+01:00,1.247188824,1m Grp 3,Sandown 30th Aug,2025-08-30 13:25:00+00:00,1,Bright Thunder,4.8,9.39,L,-9.39,225.1868
2025-08-30T14:41:01.390947+01:00,1.247188749,7f Nov Stks,Beverley 30th Aug,2025-08-30 13:35:00+00:00,2,Secret Echo,1.84,13.42,W,11.2728,236.4596
2025-08-30T14:53:31.226190+01:00,1.247188705,2m1f Nov Hrd,Newton Abbot 30th Aug,2025-08-30 13:45:00+00:00,1,Howth,1.3,9.46,W,2.8380000000000005,239.2976
2025-08-30T15:13:01.771158+01:00,1.247188831,1m2f Hcap,Sandown 30th Aug,2025-08-30 14:00:00+00:00,1,Saddadd,4.5,9.58,W,33.53,272.82759999999996
2025-08-30T15:22:31.331619+01:00,1.247188875,7f Hcap,Chester 30th Aug,2025-08-30 14:15:00+00:00,1,Sir Paul Ramsey,4.2,10.92,L,-10.92,261.90759999999995
2025-08-30T15:33:31.152410+01:00,1.247191359,1m1f Grp 3,Curragh 30th Aug,2025-08-30 14:27:00+00:00,2,Red Letter,2.26,18.02,W,22.705199999999994,284.61279999999994
2025-08-30T15:58:03.346589+01:00,1.247188837,7f Grp 3,Sandown 30th Aug,2025-08-30 14:35:00+00:00,1,Pacific Avenue,3.15,11.39,L,-11.39,273.22279999999995
