timestamp,market_id,race_name,track,date,leg,selection,odds,stake,result,profit,balance
2025-09-17T14:26:31.539471+01:00,1.247822203,5f Mdn Stks,Beverley 17th Sep,2025-09-17 13:15:00+00:00,1,Quantum Power,4.5,8.8,W,30.800000000000004,250.8
2025-09-17T14:41:00.918303+01:00,1.247821923,7f Nov Stks,Sandown 17th Sep,2025-09-17 13:35:00+00:00,1,Morshdi,1.94,10.04,L,-10.04,240.76000000000002
2025-09-17T14:55:31.377440+01:00,1.247822226,5f Nov Stks,Beverley 17th Sep,2025-09-17 13:45:00+00:00,2,Tea Queen,2.26,16.57,L,-16.57,224.19000000000003
2025-09-17T15:09:30.686503+01:00,1.247821928,1m Mdn Stks,Sandown 17th Sep,2025-09-17 14:05:00+00:00,3,Accredit,1.39,81.88,W,31.93319999999999,256.1232
2025-09-17T15:27:31.555661+01:00,1.247822290,7f Nov Stks,Beverley 17th Sep,2025-09-17 14:15:00+00:00,1,Elizabetty,3.3,10.25,L,-10.25,245.8732
2025-09-17T15:40:30.975826+01:00,1.247821930,1m Listed,Sandown 17th Sep,2025-09-17 14:35:00+00:00,2,Ciceros Gift,2.98,16.92,W,33.5016,279.3748
2025-09-17T15:55:00.876273+01:00,1.247822304,1m Nursery,Beverley 17th Sep,2025-09-17 14:48:00+00:00,1,Dunkeld Dreamer,2.22,11.18,W,13.639600000000002,293.0144
2025-09-17T16:07:01.044650+01:00,1.247822066,1m2f Listed,Yarmouth 17th Sep,2025-09-17 15:00:00+00:00,1,Life Is Beautiful,4.7,11.73,L,-11.73,281.2844
2025-09-17T16:17:00.959723+01:00,1.247821936,1m Hcap,Sandown 17th Sep,2025-09-17 15:10:00+00:00,2,Lady Mariko,3.05,17.6,L,-17.6,263.6844
2025-09-17T16:33:01.194095+01:00,1.247822350,2m5f Hcap Hrd,Kelso 17th Sep,2025-09-17 15:25:00+00:00,3,Here Comes Georgie,4.2,26.4,L,-26.4,237.28439999999998
2025-09-17T16:39:00.864431+01:00,1.247822162,1m1f Hcap,Yarmouth 17th Sep,2025-09-17 15:35:00+00:00,4,Sea Force,3.15,39.6,W,85.14,322.4244
